LAST NAME,FIRST NAME,DOB,POB,SSN,SEX,STREET NUMBER,STREET NAME,VOTER REG DATE,PARTY 
JENQUIN,Chris,02/01/1944,Alderwood,020-70-5831,FEMALE,1105,GINGER,09/22/1968,DEMOCRAT
YANINA,ELIJAH,07/24/1949,Washington,731-07-9284,MALE,238,THIRTEENTH,09/22/1968,INDEPENDENT
BARNETT,BRIANNA,09/28/1949,Alderwood,485-49-8724,FEMALE,346,LABRADOR,09/23/1968,DEMOCRAT
COUCH,Debby,06/16/1945,Alderwood,294-39-0803,FEMALE,1988,CHIHUAHUA,09/23/1968,DEMOCRAT
CARLSON,JASON,03/13/1948,California,087-35-1783,MALE,118,TURKISH,09/24/1968,DEMOCRAT
SCHMIDT,Ernesto,10/30/1946,Montana,673-12-8446,MALE,90,HAVANESE,09/24/1968,REPUBLICAN
BERUBE,Florence,10/31/1946,Alderwood,004-11-1246,FEMALE,413,ESKIMO,09/25/1968,REPUBLICAN
ZHANG,JESSICA,06/18/1945,Alderwood,993-66-7370,FEMALE,630,SASKATOON,09/25/1968,DEMOCRAT
SCHULZ,JACK,06/19/1945,Alderwood,595-65-4131,MALE,616,BROOM,09/26/1968,DEMOCRAT
VALETT,Gordon,07/28/1949,Alderwood,050-31-4729,MALE,2114,BASSET,09/26/1968,REPUBLICAN
FRANK,Helene,11/02/1946,GEORGIA,972-33-5418,FEMALE,911,CORNFLOWER,09/27/1968,REPUBLICAN
SUTHERLAND,GRACE,06/20/1945,Oregon,601-41-0036,FEMALE,3277,STURGEON,09/27/1968,DEMOCRAT
DUFFY,Isaac,05/31/1930,Alderwood,113-01-0779,MALE,1303,BARBERRY,09/28/1968,REPUBLICAN
SINKOV,AARON,03/17/1948,ALABAMA,152-98-7162,MALE,3,AKITA,09/28/1968,REPUBLICAN
HOUCK,Joyce,03/18/1948,Alderwood,951-73-0762,FEMALE,714,DOGWOOD,09/29/1968,REPUBLICAN
WINTER,ISABELLA,11/04/1946,Alderwood,496-66-8088,FEMALE,598,LILY,09/29/1968,REPUBLICAN
MURPHY,Kirk,08/01/1949,Washington,830-02-5510,MALE,1213,KEESHOND,09/30/1968,REPUBLICAN
WOODCOCK,ISAIAH,06/02/1930,Montana,091-73-9080,MALE,94,FIFTEENTH,09/30/1968,REPUBLICAN
ROMANO,Leslie,03/20/1948,Alderwood,136-14-2384,FEMALE,653,COON,10/01/1968,INDEPENDENT
VERMA,LAUREN,06/24/1945,Alderwood,860-19-2141,MALE,840,FOXGLOVE,10/01/1968,REPUBLICAN
MARTINOVIC,LUKE,06/04/1930,Alderwood,911-55-4494,MALE,917,PHEASANT,10/02/1968,REPUBLICAN
SIMNER,Michael,08/03/1949,Alderwood,336-01-4186,MALE,1520,AKITA,10/02/1968,DEMOCRAT
DOHNALEK,ALYSSA,11/08/1946,Alderwood,615-56-3384,FEMALE,1108,ROSEHIP,10/03/1968,REPUBLICAN
PARNELL,Nadine,03/22/1948,Alderwood,909-64-5025,FEMALE,400,ROSEMARY,10/03/1968,DEMOCRAT
JOHNSON,Oscar,10/19/1931,Alderwood,342-87-4323,MALE,2863,HAWTHORN,10/04/1968,DEMOCRAT
OPRESKO,CONNER,10/09/1950,Montana,125-14-8363,MALE,56,SELKIRK,10/04/1968,REPUBLICAN
BERRY,OLIVIA,10/10/1949,Washington,166-43-7695,FEMALE,198,SPRUCE,10/05/1968,INDEPENDENT
VALADEZ,Patty,11/10/1946,Utah,272-88-2358,FEMALE,183,BARBERRY,10/05/1968,DEMOCRAT
POLOSKI,Rafael,11/11/1946,Oregon,537-81-3092,MALE,955,ASTER,10/06/1968,DEMOCRAT
SCHENTER,LUIS,11/11/1946,NEBRASKA,295-71-3312,MALE,299,GREYHOUND,10/06/1968,DEMOCRAT
OZCELIK,ABIGAIL,08/08/1949,Alderwood,424-38-7432,FEMALE,109,CRANBERRY,10/07/1968,DEMOCRAT
SCHUMACHER,Sandy,10/22/1931,Alderwood,882-60-0311,FEMALE,3150,AKITA,10/07/1968,REPUBLICAN
KEESER,Tony,08/09/1949,Alderwood,724-23-0086,MALE,159,EIGHTEENTH,10/08/1968,REPUBLICAN
XIA,ISAAC,10/13/1949,MEXICO,359-78-1331,MALE,323,CHOLLA,10/08/1968,DEMOCRAT
DARNELL,Valerie,03/28/1948,Washington,326-26-9544,FEMALE,1,LILAC,10/09/1968,REPUBLICAN
YANG,CHLOE,03/28/1948,Alderwood,529-12-0854,FEMALE,574,BOXWOOD,10/09/1968,DEMOCRAT
LIU,FRANK,06/12/1930,Alderwood,858-12-2234,MALE,299,OLIVE,10/10/1968,DEMOCRAT
SULLIVAN,William,11/15/1946,Alderwood,041-44-0531,MALE,3318,SWEET PEA,10/10/1968,REPUBLICAN
JURACICH,Andrea,03/30/1948,MEXICO,465-02-4386,FEMALE,53,CLOUDBERRY,10/11/1968,REPUBLICAN
WANG,SOPHIA,10/16/1950,Alderwood,595-52-6491,FEMALE,1784,AIREDALE,10/11/1968,REPUBLICAN
HENYK,GEORGE,03/31/1948,MARYLAND,459-70-3152,MALE,541,COLLIE,10/12/1968,REPUBLICAN
LUTTRELL,Barry,07/05/1945,Montana,213-72-2012,MALE,24,EIGHTEENTH,10/12/1968,REPUBLICAN
GAMERDINGER,Chantal,11/18/1946,PENNSYLVANIA,976-80-2141,FEMALE,91,SAGUARO,10/13/1968,REPUBLICAN
NORDWALL,MORGAN,11/18/1946,Utah,051-01-0595,FEMALE,855,SCHNAUZER,10/13/1968,REPUBLICAN
MCDONALD,Dean,08/15/1949,ARIZONA,499-50-2613,MALE,105,ASTER,10/14/1968,INDEPENDENT
QIAN,CHARLES,08/15/1949,Utah,077-50-6344,MALE,200,NINETEENTH ,10/14/1968,REPUBLICAN
HANRAHAN,Erin,10/20/1950,Alderwood,651-21-0415,FEMALE,406,ANGORA,10/15/1968,DEMOCRAT
PETRITIS,JULIA,11/20/1946,Oregon,468-09-7023,FEMALE,2173,ASIAN,10/15/1968,REPUBLICAN
ICENHOWER,Felix,11/21/1946,Alderwood,141-50-7537,MALE,32,ROSEHIP,10/16/1968,DEMOCRAT
LI,HARRY,11/21/1946,Alderwood,649-74-2562,MALE,1838,LILAC,10/16/1968,REPUBLICAN
LASKIN,KAITLYN,08/18/1949,Alderwood,838-82-0476,FEMALE,675,AKITA,10/17/1968,REPUBLICAN
O'CONNOR,Gabrielle,11/22/1946,Utah,903-10-6550,FEMALE,84,SCHNAUZER,10/17/1968,DEMOCRAT
MENDOZA,Humberto,11/23/1946,California,830-52-2223,MALE,94,PEONY,10/18/1968,DEMOCRAT
SHEN,HAROLD,11/23/1946,Alderwood,652-56-3443,MALE,2247,ASIAN,10/18/1968,INDEPENDENT
DUNCAN,Ingrid,11/24/1946,Alderwood,456-74-6899,FEMALE,950,PIXIE,10/19/1968,DEMOCRAT
LEE,HAILEY,10/24/1950,Alderwood,512-56-2632,FEMALE,844,SPHYNX,10/19/1968,DEMOCRAT
KIM,EDWARD,07/13/1945,NORTH CAROLINA,240-12-0311,MALE,149,ARROWOOD,10/20/1968,DEMOCRAT
MUELLER,Jerry,11/25/1946,Alderwood,762-49-6055,MALE,352,SUMAC,10/20/1968,REPUBLICAN
PRENDERGAST-KENNEDY,KATHERINE,11/26/1946,RHODE ISLAND,810-78-9607,FEMALE,131,PIXIE,10/21/1968,DEMOCRAT
WILLIAMS,Karen,04/09/1948,Alderwood,220-48-2460,FEMALE,805,PALMETTO,10/21/1968,REPUBLICAN
LU,Lorenzo,07/15/1945,ILLINOIS,632-89-1607,MALE,267,CRANBERRY,10/22/1968,REPUBLICAN
UM,HENRY,11/27/1946,ILLINOIS,305-98-9095,MALE,931,SAGUARO,10/22/1968,DEMOCRAT
CANTALOUB,NICOLE,08/24/1949,Washington,500-30-5744,FEMALE,177,TURKISH,10/23/1968,DEMOCRAT
OSTRANDER,Melissa,11/28/1946,Alderwood,668-74-7407,FEMALE,2730,ARROWOOD,10/23/1968,REPUBLICAN
PILLI,Noel,04/12/1948,Utah,008-30-3953,FEMALE,845,BUFFALOBERRY,10/24/1968,REPUBLICAN
SHI,WALTER,11/29/1946,Alderwood,497-30-9193,MALE,1596,CRANBERRY,10/24/1968,REPUBLICAN
BARNES,ALEXANDRA,06/27/1930,ARIZONA,792-75-6946,FEMALE,3,DOGWOOD,10/25/1968,REPUBLICAN
BENNETT,Olga,08/26/1949,Oregon,780-14-5977,FEMALE,3856,SELKIRK,10/25/1968,REPUBLICAN
BOWERS,BERNIE,04/14/1948,Alderwood,522-81-7945,MALE,929,TENTH,10/26/1968,REPUBLICAN
ROBERTS,Pablo,08/27/1949,Alderwood,879-94-6668,MALE,1190,PETERBALD,10/26/1968,REPUBLICAN
GOSSELIN,Rebekah,11/11/1931,NORTH DAKOTA,609-67-6677,FEMALE,196,ROSE,10/27/1968,INDEPENDENT
JEON,SAVANNAH,08/28/1949,Alderwood,617-88-9189,FEMALE,2989,EIGHTEENTH,10/27/1968,REPUBLICAN
ARMSTRONG,Sebastien,06/12/1941,ARIZONA,588-64-3745,MALE,2130,SAFFLOWER,10/28/1968,DEMOCRAT
SCHALLA,CHRISTIAN,04/16/1948,ARIZONA,748-15-7269,MALE,61,LILAC,10/28/1968,REPUBLICAN
DOCTOR,Tanya,07/22/1945,Oregon,111-94-0585,FEMALE,268,FOURTH,10/29/1968,DEMOCRAT
MOON,MACKENZIE,08/30/1949,Utah,596-14-0617,FEMALE,695,SEVENTH,10/29/1968,REPUBLICAN
GALLANT,Van,11/04/1949,Idaho,890-81-8081,MALE,237,JUNIPER,10/30/1968,DEMOCRAT
WANG,CARTER,04/18/1948,Alderwood,211-22-0878,MALE,1887,MUNCHKIN,10/30/1968,REPUBLICAN
ALEXEEV,ALLISON,11/15/1931,Utah,669-68-9941,FEMALE,25,RAGDOLL,10/31/1968,INDEPENDENT
PARK,Wendy,04/19/1948,Montana,899-37-0356,FEMALE,248,TONKINESE,10/31/1968,DEMOCRAT
LICHFIELD,CASPER,12/07/1946,ARIZONA,229-53-1369,MALE,74,PHEASANT,11/01/1968,DEMOCRAT
NICKOLAUS,Arthur,09/02/1949,Washington,551-92-3674,MALE,70,BITTEROOT,11/01/1968,DEMOCRAT
CAI,JENNA,12/08/1946,Alderwood,464-81-6970,FEMALE,1575,SAGUARO,11/02/1968,DEMOCRAT
WILLSE,Bertha,04/21/1948,NEBRASKA,046-92-0094,FEMALE,26,BALINESE,11/02/1968,REPUBLICAN
KIM,JEFF,11/18/1931,Washington,824-41-3946,MALE,1843,SAVANNAH,11/03/1968,DEMOCRAT
SISK,Cristobal,09/04/1949,Alderwood,067-67-9875,MALE,608,SERENGETI,11/03/1968,REPUBLICAN
BATISHKO,Dolly,11/09/1949,Utah,924-79-8943,FEMALE,55,BLUEBERRY,11/04/1968,REPUBLICAN
LOCKARD,FAITH,09/05/1949,Utah,413-84-0725,FEMALE,330,FIFTEENTH,11/04/1968,DEMOCRAT
JIANG,KELVIN,04/24/1948,Alderwood,346-34-3487,MALE,2625,BASSET,11/05/1968,DEMOCRAT
SKORPIK,Edouard,12/11/1946,Alderwood,382-63-9265,MALE,2107,CHOWCHOW,11/05/1968,REPUBLICAN
BREAULT,PAIGE,09/25/1938,Washington,322-60-6277,FEMALE,1324,MAIN,11/06/1968,REPUBLICAN
SWICKARD,Fay,11/21/1931,Alderwood,004-50-7430,FEMALE,684,PRICKLYPEAR,11/06/1968,REPUBLICAN
PHELPS,ROD,04/26/1948,Alderwood,459-14-8678,MALE,1675,SPHYNX,11/07/1968,REPUBLICAN
WEIER,Gustav,12/13/1946,California,697-95-1880,MALE,84,QUAIL,11/07/1968,REPUBLICAN
BUTLER,Hanna,12/14/1946,Oregon,166-48-8855,FEMALE,2524,PALMETTO,11/08/1968,REPUBLICAN
MASIELLO,MAKAYLA,08/01/1945,FLORIDA,992-41-2067,FEMALE,1064,BLACKBERRY,11/08/1968,REPUBLICAN
BLISS,PATRICK,12/15/1946,Alderwood,122-70-8034,MALE,2849,MUNCHKIN,11/09/1968,REPUBLICAN
BRAMBLEY,Ike,09/10/1949,FLORIDA,801-13-9135,MALE,245,PHEASANT,11/09/1968,INDEPENDENT
CHEN,BONNIE,09/11/1949,Alderwood,476-47-1412,FEMALE,446,BROOM,11/10/1968,REPUBLICAN
EDER,Josephine,09/11/1949,KENTUCKY,555-68-2971,FEMALE,119,ROSE,11/10/1968,DEMOCRAT
BARRECA,Kyle,08/04/1945,Alderwood,494-21-8378,MALE,735,DAFFODIL,11/11/1968,DEMOCRAT
HU,DONOVAN,11/16/1950,Oregon,584-28-5902,MALE,21,OAK,11/11/1968,REPUBLICAN
CHEN,Alex,12/18/1946,Oregon,003-06-1599,MALE,1093,PALMETTO,11/12/1968,REPUBLICAN
KIRCHNER,Laura,11/17/1950,Oregon,953-04-0944,FEMALE,695,BROOM,11/12/1968,DEMOCRAT
LEIBY,Marco,12/19/1946,NEW HAMPSHIRE,124-30-0598,MALE,301,KEESHOND,11/13/1968,DEMOCRAT
MATYAS,Bonnie,12/19/1946,Utah,208-59-1219,FEMALE,80,REX,11/13/1968,INDEPENDENT
DRAPER,Charley,12/20/1946,ARIZONA,622-24-1753,MALE,42,PRICKLYPEAR,11/14/1968,DEMOCRAT
RODGERS,Nana,11/19/1949,Alderwood,158-32-9635,MALE,2401,JUNIPER,11/14/1968,DEMOCRAT
EMTMAN,Omar,05/04/1948,ARIZONA,430-61-6337,MALE,1295,CHARTREUX,11/15/1968,REPUBLICAN
WANG,Danielle,12/21/1946,Alderwood,866-73-2721,FEMALE,210,BEARBERRY,11/15/1968,DEMOCRAT
HANSEN,Paloma,11/21/1949,Alderwood,629-69-8735,FEMALE,1843,AIREDALE,11/16/1968,REPUBLICAN
SZAILER,Earl,12/22/1946,Alderwood,078-79-1434,MALE,350,ELDERBERRY,11/16/1968,DEMOCRAT
PAN,Frances,05/06/1948,Alderwood,669-42-6696,MALE,242,LAVENDER,11/17/1968,DEMOCRAT
WYATT,Rene,12/02/1931,Alderwood,863-34-4140,FEMALE,1763,BALINESE,11/17/1968,REPUBLICAN
TAN,Gaston,08/11/1945,Alderwood,621-63-6313,MALE,1391,CHIHUAHUA,11/18/1968,DEMOCRAT
ZUMHOFF,Sally,09/19/1949,ARIZONA,176-17-0025,FEMALE,199,BRITTANY,11/18/1968,REPUBLICAN
BIVINS,Teddy,11/24/1950,Washington,571-72-4340,FEMALE,241,LABRADOR,11/19/1968,REPUBLICAN
GAO,Hermine,12/25/1946,FLORIDA,961-75-9637,FEMALE,207,DALMATIAN,11/19/1968,REPUBLICAN
SCHATZ,Vicky,12/26/1946,Alderwood,578-11-3520,FEMALE,1498,CLOUDBERRY,11/20/1968,REPUBLICAN
VICKERMAN,Ivan,05/09/1948,Alderwood,303-35-9321,MALE,2317,TIFFANY,11/20/1968,REPUBLICAN
SZANYI,Jeanne,09/22/1949,OKLAHOMA,975-96-7300,FEMALE,118,SERENGETI,11/21/1968,REPUBLICAN
WHEELER,Wilfred,08/14/1945,Alderwood,740-23-4719,MALE,1638,PHEASANT,11/21/1968,REPUBLICAN
BUSH,Karl,09/23/1949,Idaho,080-64-2711,MALE,128,FOURTH,11/22/1968,REPUBLICAN
VALENZUELA,Ana,12/28/1946,Oregon,764-26-4254,FEMALE,3799,GINGER,11/22/1968,INDEPENDENT
HYMAS,Bill,12/29/1946,Alderwood,997-05-2562,MALE,91,CROWBERRY,11/23/1968,DEMOCRAT
LINDBERG,Lisa,12/08/1931,Alderwood,978-62-4069,FEMALE,2611,CHERRY,11/23/1968,REPUBLICAN
BUCK,Matthew,12/30/1946,Alderwood,947-44-0012,MALE,2758,PERSIAN,11/24/1968,REPUBLICAN
SHOTWELL,Claudette,09/25/1949,Alderwood,451-11-9454,FEMALE,161,SPHYNX,11/24/1968,DEMOCRAT
HIRATA,Nicole,08/18/1945,California,004-16-8983,FEMALE,174,AFGHAN,11/25/1968,REPUBLICAN
TELANDER,Danny,11/30/1950,California,521-71-1501,MALE,51,BASENJI,11/25/1968,DEMOCRAT
CHRISTENSEN,Erika,05/15/1948,Washington,179-85-9989,FEMALE,77,ROSEMARY,11/26/1968,DEMOCRAT
DEVANATHAN,Otto,12/01/1949,Montana,899-91-0301,MALE,188,CORALBERRY,11/26/1968,INDEPENDENT
BOEDEKER,Fred,09/28/1949,Alderwood,052-59-6174,MALE,476,SAGE,11/27/1968,DEMOCRAT
ZHAO,Paula,05/16/1948,Alderwood,874-51-8185,FEMALE,3108,HAWTHORN,11/27/1968,DEMOCRAT
KIM,Richard,09/29/1949,Alderwood,650-11-5898,MALE,541,SELKIRK,11/28/1968,DEMOCRAT
SHINTAFFER,Grace,05/17/1948,Alderwood,745-08-4415,FEMALE,511,GINGER,11/28/1968,REPUBLICAN
QIAO,Shary,05/18/1948,NEW YORK,200-57-4702,FEMALE,715,PIXIE,11/29/1968,DEMOCRAT
ROBBINS,Henri,12/04/1949,Alderwood,071-85-6584,MALE,503,ROSEHIP,11/29/1968,REPUBLICAN
DECKER,Ida,05/19/1948,Oregon,895-76-6072,FEMALE,2554,PAWPAW,11/30/1968,REPUBLICAN
PITTS,Tomas,10/01/1949,Alderwood,007-27-9260,MALE,54,STURGEON,11/30/1968,DEMOCRAT
NI,Virginie,12/06/1949,Alderwood,159-89-9298,FEMALE,3346,PIXIE,12/01/1968,DEMOCRAT
SCHMELZER,Joaquin,01/06/1947,Montana,148-46-2018,FEMALE,122,NINETEENTH ,12/01/1968,REPUBLICAN
METZ,Walter,01/07/1947,Alderwood,576-13-5634,MALE,1526,BEARBERRY,12/02/1968,REPUBLICAN
SIEFKEN,Kate,05/21/1948,ARIZONA,943-91-7520,FEMALE,138,ROSEMARY,12/02/1968,REPUBLICAN
HEIMBIGNER,Larry,10/04/1949,Montana,327-22-4002,MALE,139,AIREDALE,12/03/1968,REPUBLICAN
STUDHAM,Arlene,12/18/1931,Utah,825-83-7260,FEMALE,30,LAVENDER,12/03/1968,REPUBLICAN
CORLEY,Bret,01/09/1947,Idaho,568-74-5959,MALE,33,NINETEENTH ,12/04/1968,REPUBLICAN
PRESTON,Mindy,10/05/1949,Alderwood,622-92-0397,FEMALE,920,LILY,12/04/1968,REPUBLICAN
MARTIN,Nicholas,12/10/1949,ARIZONA,326-01-3315,MALE,365,TIFFANY,12/05/1968,INDEPENDENT
STRICKLAND,Cindy,01/10/1947,Alderwood,710-27-1493,FEMALE,1701,AKITA,12/05/1968,REPUBLICAN
ALLEN,Odette,05/25/1948,ARIZONA,916-62-2535,FEMALE,383,MUNCHKIN,12/06/1968,DEMOCRAT
WANG,Dennis,10/07/1949,INDIANA,168-55-4982,MALE,55,JAVANESE,12/06/1968,REPUBLICAN
JOHNSON,Peter,08/30/1945,Alderwood,207-25-1277,MALE,1289,PAWPAW,12/07/1968,DEMOCRAT
LASKIN,Emily,10/08/1949,Alderwood,986-31-5471,FEMALE,2226,BASSET,12/07/1968,REPUBLICAN
GARCIA,Franklin,08/31/1945,Oregon,436-55-6805,MALE,2488,PINSCHER,12/08/1968,REPUBLICAN
HRMA,Rose,08/31/1945,Oregon,391-04-9779,FEMALE,3643,THISTLE,12/08/1968,DEMOCRAT
BONTHA,Sam,09/01/1945,Alderwood,038-52-2436,MALE,3010,SERENGETI,12/09/1968,DEMOCRAT
WANG,Gert,12/14/1950,Alderwood,208-51-2700,FEMALE,1162,THIRTEENTH,12/09/1968,INDEPENDENT
RALSTON,Teresa,05/29/1948,California,419-71-7946,FEMALE,236,BOBTAIL,12/10/1968,DEMOCRAT
RESAT,Harvey,08/12/1930,Oregon,008-49-9084,MALE,2821,SECOND,12/10/1968,DEMOCRAT
BRUUN,Victor,01/16/1947,Alderwood,284-77-7351,MALE,1561,SPHYNX,12/11/1968,REPUBLICAN
PIGULSKI,Irene,01/16/1947,Alderwood,907-98-4528,FEMALE,164,SUNFLOWER,12/11/1968,DEMOCRAT
FORAKER,Wanda,08/14/1930,Alderwood,002-76-3761,FEMALE,1252,LAVENDER,12/12/1968,REPUBLICAN
MCGRAIL,Jose,05/31/1948,Oregon,459-33-0974,MALE,712,BASSET,12/12/1968,DEMOCRAT
NEELY,THOMAS,09/05/1945,Alderwood,781-22-1820,MALE,435,PINSCHER,12/13/1968,REPUBLICAN
RUNKLE,Katrina,12/18/1949,MEXICO,672-42-0125,FEMALE,133,SPHYNX,12/13/1968,DEMOCRAT
CHAPPELL,MARY,08/16/1930,MEXICO,560-29-5315,FEMALE,494,FOURTH,12/14/1968,REPUBLICAN
WU,Lee,12/29/1931,Alderwood,667-43-4179,MALE,695,LOCUST,12/14/1968,DEMOCRAT
EL-AZAB,Maria,10/16/1949,Alderwood,720-73-9426,FEMALE,1008,TONKINESE,12/15/1968,REPUBLICAN
JOHNSTON,JAMES,01/20/1947,CONNECTICUT,434-83-2499,MALE,179,CORNFLOWER,12/15/1968,REPUBLICAN
MCGRATH,PATRICIA,12/21/1950,Alderwood,082-88-9407,FEMALE,1302,JUNIPER,12/16/1968,REPUBLICAN
ORR,Nate,12/21/1950,Alderwood,725-27-3618,MALE,2905,AKITA,12/16/1968,REPUBLICAN
EIKE,JOHN,12/22/1949,Oregon,563-46-5488,MALE,691,WASHINGTON,12/17/1968,REPUBLICAN
SCHELLY,Ophelia,01/22/1947,Oregon,940-11-4267,FEMALE,2800,BARREL,12/17/1968,REPUBLICAN
KINZEY,LINDA,01/23/1947,Alderwood,040-16-8116,FEMALE,366,ROSE,12/18/1968,INDEPENDENT
REIDEL,Philippe,09/10/1945,Idaho,271-74-6650,MALE,193,STURGEON,12/18/1968,REPUBLICAN
FLEMING,Rita,01/24/1947,California,211-06-3434,FEMALE,199,TWELVTH,12/19/1968,REPUBLICAN
TAVARES,ROBERT,10/20/1949,Alderwood,004-88-8937,MALE,862,GREYHOUND,12/19/1968,DEMOCRAT
GULLEY,Stan,01/25/1947,Oregon,581-19-9876,MALE,183,FOURTH,12/20/1968,REPUBLICAN
PARTHREE,BARBARA,12/25/1949,Alderwood,443-71-0014,FEMALE,95,KOMONDOR,12/20/1968,DEMOCRAT
SELCH,MICHAEL,06/09/1948,Montana,110-08-2104,MALE,166,BOXWOOD,12/21/1968,DEMOCRAT
SIMONEN,Tammy,10/22/1949,MEXICO,307-40-1964,FEMALE,653,DAFFODIL,12/21/1968,REPUBLICAN
BRAWN,ELIZABETH,08/24/1930,Alderwood,702-17-6047,FEMALE,527,KINNIKINICK,12/22/1968,DEMOCRAT
DOWN,Vince,12/27/1949,TENNESEE,321-97-6770,MALE,235,HAVANESE,12/22/1968,INDEPENDENT
DIAZ,Wilma,06/11/1948,Montana,380-68-4815,FEMALE,7,GREYHOUND,12/23/1968,DEMOCRAT
TAYLOR,WILLIAM,12/28/1950,Alderwood,265-65-1210,MALE,3367,SAGE,12/23/1968,DEMOCRAT
CROW,JENNIFER,06/12/1948,ALASKA,397-25-1290,FEMALE,364,AKITA,12/24/1968,REPUBLICAN
SIMEONOVA,Alberto,10/25/1949,ARKANSAS,094-32-0165,MALE,252,MAIN,12/24/1968,DEMOCRAT
BAILEY,Beryl,06/13/1948,Montana,373-92-2617,FEMALE,29,PALM,12/25/1968,DEMOCRAT
HOLTOM,DAVID,01/30/1947,LOUISIANNA,962-45-5177,MALE,549,WOLFHOUND,12/25/1968,REPUBLICAN
LANGEVIN,MARIA,10/27/1949,Alderwood,217-55-7844,FEMALE,2205,BASENJI,12/26/1968,REPUBLICAN
SMITH,Chris,12/31/1949,Alderwood,638-60-3406,FEMALE,1010,AIREDALE,12/26/1968,DEMOCRAT
PARKER,Debby,06/15/1948,Alderwood,095-01-8946,FEMALE,1708,TWELVTH,12/27/1968,DEMOCRAT
TOWNSEND,RICHARD,02/01/1947,Montana,939-59-2249,MALE,204,RAGDOLL,12/27/1968,REPUBLICAN
BAER,SUSAN,02/02/1947,Alderwood,798-08-0970,FEMALE,1630,SUNFLOWER,12/28/1968,REPUBLICAN
SCHIENBEIN,Ernesto,02/02/1947,ARIZONA,690-86-0591,MALE,462,LAVENDER,12/28/1968,REPUBLICAN
BOYD,Florence,06/17/1948,California,911-62-2701,FEMALE,77,EIGHTH,12/29/1968,REPUBLICAN
PALO,CHARLES,10/30/1949,Alderwood,649-82-0134,MALE,49,HAWTHORN,12/29/1968,REPUBLICAN
ELDER,MARGARET,02/04/1947,Alderwood,186-15-9975,FEMALE,2779,PAWPAW,12/30/1968,REPUBLICAN
STROPE,Gordon,10/31/1949,Alderwood,332-12-8409,MALE,14,AFGHAN,12/30/1968,REPUBLICAN
BONEBRAKE,Helene,11/01/1949,Utah,461-62-4435,FEMALE,435,BITTEROOT,12/31/1968,REPUBLICAN
COOPER,JOSEPH,05/11/1944,TENNESEE,091-36-8226,MALE,115,CLOUDBERRY,12/31/1968,INDEPENDENT
BAGU,DOROTHY,09/24/1945,Washington,804-71-1138,FEMALE,1702,BUTTONWOOD,01/01/1969,DEMOCRAT
SHANKLE,Isaac,01/06/1950,Alderwood,802-31-5449,MALE,616,CHOWCHOW,01/01/1969,REPUBLICAN
FERRYMAN,Joyce,06/21/1948,Alderwood,782-64-1951,FEMALE,978,PALM,01/02/1969,REPUBLICAN
MINARD,JOSEPH,02/07/1947,Washington,761-80-5755,MALE,133,TONKINESE,01/02/1969,DEMOCRAT
CATALAN,Kirk,09/26/1945,Alderwood,981-30-4996,MALE,2597,CHOLLA,01/03/1969,REPUBLICAN
FELMY,BETH,02/08/1947,Montana,909-54-3379,FEMALE,24,PANSY,01/03/1969,DEMOCRAT
HUGHES,Leslie,09/27/1945,Alderwood,697-75-1359,FEMALE,2058,AIREDALE,01/04/1969,INDEPENDENT
SCHWARTZ,BRAD,11/05/1949,Alderwood,427-79-2622,MALE,1190,BUFFALOBERRY,01/04/1969,DEMOCRAT
MCKINSTRY,Michael,09/28/1945,Washington,433-21-3285,MALE,1273,TURKISH,01/05/1969,DEMOCRAT
WATTENBURGER,CARRIE,02/10/1947,Alderwood,393-35-7844,FEMALE,241,TWENTIETH,01/05/1969,DEMOCRAT
LOPRESTI,Nadine,06/25/1948,Idaho,804-66-1700,FEMALE,162,SELKIRK,01/06/1969,DEMOCRAT
VORPAGEL,DONALD,09/08/1930,Alderwood,921-63-9932,MALE,771,FIFTEENTH,01/06/1969,REPUBLICAN
WALKER,Oscar,02/12/1947,Idaho,655-83-8134,MALE,177,ARROWOOD,01/07/1969,DEMOCRAT
WILLIAMS,CAROLINE,06/26/1948,Alderwood,409-46-0167,FEMALE,1841,WASHINGTON,01/07/1969,REPUBLICAN
HART,DENNIS,11/09/1949,Idaho,417-73-1977,MALE,58,REX,01/08/1969,REPUBLICAN
HARTLEY,Patty,09/10/1930,Idaho,636-63-5860,FEMALE,199,MAPLE,01/08/1969,DEMOCRAT
CORT,KATY,06/28/1948,Idaho,376-01-6726,FEMALE,135,BUFFALOBERRY,01/09/1969,REPUBLICAN
PULSIPHER,Rafael,10/02/1945,Alderwood,940-90-6946,MALE,2877,BLUEBERRY,01/09/1969,DEMOCRAT
MADSON,WAYNE,11/11/1949,Mexico,480-16-7149,MALE,1220,TWELVTH,01/10/1969,REPUBLICAN
WILLETT,Sandy,09/12/1930,Alderwood,542-64-7946,FEMALE,3150,CHOLLA,01/10/1969,REPUBLICAN
CARLON,Tony,02/16/1947,KENTUCKY,257-86-0326,MALE,2310,SECOND,01/11/1969,REPUBLICAN
UDSETH,CYNTHIA,06/30/1948,Alderwood,916-04-4350,FEMALE,62,BUTTONWOOD,01/11/1969,REPUBLICAN
ALLEN,NEAL,01/27/1932,Alderwood,845-85-9743,MALE,2415,BOXER,01/12/1969,REPUBLICAN
KLYMYSHYN,Valerie,01/17/1951,Montana,234-81-6413,FEMALE,247,KINNIKINICK,01/12/1969,REPUBLICAN
